Mod:Item:MetaData, Localized Name
divinerpg:aquatic_maul, Aquatic Maul
divinerpg:aquatic_trident, Aquatic Trident
divinerpg:aquaton, Aquaton
divinerpg:aquatooth_maul, Aquatooth Maul
divinerpg:aquatooth_sword, Aquatooth Sword
divinerpg:arlemite_stabber, Arlemite Stabber
divinerpg:bedrock_sword, Bedrock Sword
divinerpg:bedrock_maul, Bedrock Maul
divinerpg:bloodgem_sword, Bloodgem Sword
divinerpg:bluefire_sword, Bluefire Sword
divinerpg:corrupted_maul, Corrupted Maul
divinerpg:crabclaw_maul, Crabclaw Maul
divinerpg:cyclopsian_sword, Cyclopsian Sword
divinerpg:death_bringer, Death Bringer
divinerpg:blue_divine_sword, Blue Divine Sword
divinerpg:divine_sword, Divine Sword
divinerpg:gray_divine_sword, Gray Divine Sword
divinerpg:green_divine_sword, Green Divine Sword
divinerpg:red_divine_sword, Red Divine Sword
divinerpg:yellow_divine_sword, Yellow Divine Sword
divinerpg:dual_claw, Dual Claw
divinerpg:black_ender_sword, Black Ender Sword
divinerpg:blue_ender_sword, Blue Ender Sword
divinerpg:ender_sword, Ender Sword
divinerpg:green_ender_sword, Green Ender Sword
divinerpg:red_ender_sword, Red Ender Sword
divinerpg:yellow_ender_sword, Yellow Ender Sword
divinerpg:frost_sword, Frost Sword
divinerpg:flaming_fury, Flaming Fury
divinerpg:fury_maul, Fury Maul
divinerpg:inferno_sword, Inferno Sword
divinerpg:jungle_knife, Jungle Knife
divinerpg:jungle_rapier, Jungle Rapier
divinerpg:molten_sword, Molten Sword
divinerpg:ocean_knife, Ocean Knife
divinerpg:poison_saber, Poison Saber
divinerpg:realmite_sword, Realmite Sword
divinerpg:rupee_rapier, Rupee Rapier
divinerpg:sandslash, Sandslash
divinerpg:scorching_sword, Scorching Sword
divinerpg:shark_sword, Shark Sword
divinerpg:slime_sword, Slime Sword
divinerpg:terran_dagger, Terran Dagger
divinerpg:terran_knife, Terran Knife
divinerpg:terran_maul, Terran Maul
divinerpg:bluefire_bow, Bluefire Bow
divinerpg:ender_bow, Ender Bow
divinerpg:hunter_bow, Hunter Bow
divinerpg:inferno_bow, Inferno Bow
divinerpg:shadow_bow, Shadow Bow
divinerpg:scythe, Scythe
divinerpg:shuriken, Shuriken
divinerpg:vile_storm, Vile Storm
divinerpg:bowhead_anchor, Bowhead Anchor
divinerpg:bowhead_cannon, Bowhead Cannon
divinerpg:corrupted_cannon, Corrupted Cannon
divinerpg:crab_anchor, Crab Anchor
divinerpg:crabclaw_cannon, Crabclaw Cannon
divinerpg:cyclopsian_staff, Cyclopsian Staff
divinerpg:frost_cannon, Frost Cannon
divinerpg:ghast_cannon, Ghast Cannon
divinerpg:golden_fury, Golden Fury
divinerpg:liopleurodon_anchor, Liopleurodon Anchor
divinerpg:maelstrom, Maelstrom
divinerpg:shark_anchor, Shark Anchor
divinerpg:serenade_of_death, Serenade of Death
divinerpg:serenade_of_health, Serenade of Health
divinerpg:serenade_of_infusion, Serenade of Infusion
divinerpg:serenade_striker, Serenade Striker
divinerpg:massivence, Massivence
divinerpg:palavence, Palavence
divinerpg:enderice, Enderice
divinerpg:frostking_sword, Frostking Sword
divinerpg:frozen_maul, Frozen Maul
divinerpg:glacier_sword, Glacier Sword
divinerpg:icine_sword, Icine Sword
divinerpg:snowslash, Snowslash
divinerpg:icicle_bane, Icicle Bane
divinerpg:frossivence, Frossivence
divinerpg:snowstorm_bow, Snowstorm Bow
divinerpg:icicle_bow, Icicle Bow
divinerpg:snowflake_shuriken, Snowflake Shuriken
divinerpg:fractite_cannon, Fractite Cannon
divinerpg:frostclaw_cannon, Frostclaw Cannon
divinerpg:sound_of_music, Sound of Music
divinerpg:sound_of_carols, Sound of Carols
divinerpg:serenade_of_ice, Serenade of Ice
divinerpg:eden_blade, Eden Blade
divinerpg:wildwood_blade, Wildwood Blade
divinerpg:apalachia_blade, Apalachia Blade
divinerpg:skythern_blade, Skythern Blade
divinerpg:mortum_blade, Mortum Blade
divinerpg:halite_blade, Halite Blade
divinerpg:eden_bow, Eden Bow
divinerpg:wildwood_bow, Wildwood Bow
divinerpg:apalachia_bow, Apalachia Bow
divinerpg:skythern_bow, Skythern Bow
divinerpg:mortum_bow, Mortum Bow
divinerpg:halite_bow, Halite Bow
divinerpg:twilight_bow, Twilight Bow
divinerpg:eden_slicer, Eden Slicer
divinerpg:wildwood_slicer, Wildwood Slicer
divinerpg:apalachia_slicer, Apalachia Slicer
divinerpg:skythern_slicer, Skythern Slicer
divinerpg:mortum_slicer, Mortum Slicer
divinerpg:halite_slicer, Halite Slicer
divinerpg:eden_blitz, Eden Blitz
divinerpg:wildwood_blitz, Wildwood Blitz
divinerpg:apalachia_blitz, Apalachia Blitz
divinerpg:skythern_blitz, Skythern Blitz
divinerpg:mortum_blitz, Mortum Blitz
divinerpg:halite_blitz, Halite Blitz
divinerpg:eden_phaser, Eden Phaser
divinerpg:wildwood_phaser, Wildwood Phaser
divinerpg:apalachia_phaser, Apalachia Phaser
divinerpg:skythern_phaser, Skythern Phaser
divinerpg:mortum_phaser, Mortum Phaser
divinerpg:halite_phaser, Halite Phaser
divinerpg:arcanite_blade, Arcanite Blade
divinerpg:arcanium_saber, Arcanium Saber
divinerpg:ender_scepter, Ender Scepter
divinerpg:livicia_sword, Livicia Sword
divinerpg:storm_sword, Storm Sword
divinerpg:shadow_saber, Shadow Saber
divinerpg:arcanite_blaster, Arcanite Blaster
divinerpg:captains_sparkler, Captains Sparkler
divinerpg:firefly, Firefly
divinerpg:generals_staff, General's Staff
divinerpg:la_vekor, La Vekor
divinerpg:meriks_missile, Meriks Missile
divinerpg:meteor_mash, Meteor Mash
divinerpg:starlight, Starlight
divinerpg:staff_of_starlight, Staff of Starlight
divinerpg:grenade, Grenade
divinerpg:teaker_backsword, Teaker Backsword
divinerpg:amthirmis_backsword, Amthirmis Backsword
divinerpg:darven_backsword, Darven Backsword
divinerpg:cermile_backsword, Cermile Backsword
divinerpg:pardimal_backsword, Pardimal Backsword
divinerpg:quadrotic_backsword, Quadrotic Backsword
divinerpg:karos_backsword, Karos Backsword
divinerpg:heliosis_backsword, Heliosis Backsword
divinerpg:arksiane_backsword, Arksiane Backsword
divinerpg:teaker_bow, Teaker Bow
divinerpg:amthirmis_bow, Amthirmis Bow
divinerpg:darven_bow, Darven Bow
divinerpg:cermile_bow, Cermile Bow
divinerpg:pardimal_bow, Pardimal Bow
divinerpg:quadrotic_bow, Quadrotic Bow
divinerpg:karos_bow, Karos Bow
divinerpg:heliosis_bow, Heliosis Bow
divinerpg:arksiane_bow, Arksiane Bow
divinerpg:everfright, Everfright
divinerpg:teaker_cannon, Teaker Cannon
divinerpg:amthirmis_cannon, Amthirmis Cannon
divinerpg:darven_cannon, Darven Cannon
divinerpg:cermile_cannon, Cermile Cannon
divinerpg:pardimal_cannon, Pardimal Cannon
divinerpg:quadrotic_cannon, Quadrotic Cannon
divinerpg:karos_cannon, Karos Cannon
divinerpg:heliosis_cannon, Heliosis Cannon
divinerpg:arksiane_cannon, Arksiane Cannon
divinerpg:eversight, Eversight
divinerpg:teaker_claw, Teaker Claw
divinerpg:amthirmis_claw, Amthirmis Claw
divinerpg:darven_claw, Darven Claw
divinerpg:cermile_claw, Cermile Claw
divinerpg:pardimal_claw, Pardimal Claw
divinerpg:quadrotic_claw, Quadrotic Claw
divinerpg:karos_claw, Karos Claw
divinerpg:heliosis_claw, Heliosis Claw
divinerpg:arksiane_claw, Arksiane Claw
divinerpg:everbright, Everbright
divinerpg:teaker_disk, Teaker Disk
divinerpg:amthirmis_disk, Amthirmis Disk
divinerpg:darven_disk, Darven Disk
divinerpg:cermile_disk, Cermile Disk
divinerpg:pardimal_disk, Pardimal Disk
divinerpg:quadrotic_disk, Quadrotic Disk
divinerpg:karos_disk, Karos Disk
divinerpg:heliosis_disk, Heliosis Disk
divinerpg:arksiane_disk, Arksiane Disk
divinerpg:teaker_hammer, Teaker Hammer
divinerpg:amthirmis_hammer, Amthirmis Hammer
divinerpg:darven_hammer, Darven Hammer
divinerpg:cermile_hammer, Cermile Hammer
divinerpg:pardimal_hammer, Pardimal Hammer
divinerpg:quadrotic_hammer, Quadrotic Hammer
divinerpg:karos_hammer, Karos Hammer
divinerpg:heliosis_hammer, Heliosis Hammer
divinerpg:arksiane_hammer, Arksiane Hammer
divinerpg:everlight, Everlight
divinerpg:karos_rockmaul, Karos Rockmaul
divinerpg:teaker_staff, Teaker Staff
divinerpg:amthirmis_staff, Amthirmis Staff
divinerpg:darven_staff, Darven Staff
divinerpg:cermile_staff, Cermile Staff
divinerpg:pardimal_staff, Pardimal Staff
divinerpg:quadrotic_staff, Quadrotic Staff
divinerpg:karos_staff, Karos Staff
divinerpg:heliosis_staff, Heliosis Staff
divinerpg:arksiane_staff, Arksiane Staff
divinerpg:evernight, Evernight
divinerpg:arlemite_shovel, Arlemite Shovel
divinerpg:arlemite_pickaxe, Arlemite Pickaxe
divinerpg:arlemite_axe, Arlemite Axe
divinerpg:arlemite_hoe, Arlemite Hoe
divinerpg:arlemite_shickaxe, Arlemite Shickaxe
divinerpg:bedrock_shovel, Bedrock Shovel
divinerpg:bedrock_pickaxe, Bedrock Pickaxe
divinerpg:bedrock_axe, Bedrock Axe
divinerpg:corrupted_shovel, Corrupted Shovel
divinerpg:corrupted_pickaxe, Corrupted Pickaxe
divinerpg:corrupted_axe, Corrupted Axe
divinerpg:divine_shovel, Divine Shovel
divinerpg:divine_pickaxe, Divine Pickaxe
divinerpg:divine_axe, Divine Axe
divinerpg:divine_shickaxe, Divine Shickaxe
divinerpg:realmite_shovel, Realmite Shovel
divinerpg:realmite_pickaxe, Realmite Pickaxe
divinerpg:realmite_axe, Realmite Axe
divinerpg:realmite_hoe, Realmite Hoe
divinerpg:rupee_shovel, Rupee Shovel
divinerpg:rupee_pickaxe, Rupee Pickaxe
divinerpg:rupee_axe, Rupee Axe
divinerpg:rupee_hoe, Rupee Hoe
divinerpg:rupee_shickaxe, Rupee Shickaxe
divinerpg:eden_shovel, Eden Shovel
divinerpg:eden_pickaxe, Eden Pickaxe
divinerpg:eden_axe, Eden Axe
divinerpg:wildwood_shovel, Wildwood Shovel
divinerpg:wildwood_pickaxe, Wildwood Pickaxe
divinerpg:wildwood_axe, Wildwood Axe
divinerpg:apalachia_shovel, Apalachia Shovel
divinerpg:apalachia_pickaxe, Apalachia Pickaxe
divinerpg:apalachia_axe, Apalachia Axe
divinerpg:skythern_shovel, Skythern Shovel
divinerpg:skythern_pickaxe, Skythern Pickaxe
divinerpg:skythern_axe, Skythern Axe
divinerpg:mortum_shovel, Mortum Shovel
divinerpg:mortum_pickaxe, Mortum Pickaxe
divinerpg:mortum_axe, Mortum Axe
divinerpg:dream_shovel, Dream Shovel
divinerpg:dream_pickaxe, Dream Pickaxe
divinerpg:dream_axe, Dream Axe
divinerpg:angelic_helmet, Angelic Helmet
divinerpg:angelic_chestplate, Angelic Chestplate
divinerpg:angelic_leggings, Angelic Leggings
divinerpg:angelic_boots, Angelic Boots
divinerpg:aquastrive_helmet, Aquastrive Helmet
divinerpg:aquastrive_chestplate, Aquastrive Chestplate
divinerpg:aquastrive_leggings, Aquastrive Leggings
divinerpg:aquastrive_boots, Aquastrive Boots
divinerpg:arlemite_helmet, Arlemite Helmet
divinerpg:arlemite_chestplate, Arlemite Chestplate
divinerpg:arlemite_leggings, Arlemite Leggings
divinerpg:arlemite_boots, Arlemite Boots
divinerpg:bedrock_helmet, Bedrock Helmet
divinerpg:bedrock_chestplate, Bedrock Chestplate
divinerpg:bedrock_leggings, Bedrock Leggings
divinerpg:bedrock_boots, Bedrock Boots
divinerpg:corrupted_helmet, Corrupted Helmet
divinerpg:corrupted_chestplate, Corrupted Chestplate
divinerpg:corrupted_leggings, Corrupted Leggings
divinerpg:corrupted_boots, Corrupted Boots
divinerpg:divine_helmet, Divine Helmet
divinerpg:divine_chestplate, Divine Chestplate
divinerpg:divine_leggings, Divine Leggings
divinerpg:divine_boots, Divine Boots
divinerpg:elite_realmite_helmet, Elite Realmite Helmet
divinerpg:elite_realmite_chestplate, Elite Realmite Chestplate
divinerpg:elite_realmite_leggings, Elite Realmite Leggings
divinerpg:elite_realmite_boots, Elite Realmite Boots
divinerpg:ender_helmet, Ender Helmet
divinerpg:ender_chestplate, Ender Chestplate
divinerpg:ender_leggings, Ender Leggings
divinerpg:ender_boots, Ender Boots
divinerpg:blue_ender_helmet, Blue Ender Helmet
divinerpg:blue_ender_chestplate, Blue Ender Chestplate
divinerpg:blue_ender_leggings, Blue Ender Leggings
divinerpg:blue_ender_boots, Blue Ender Boots
divinerpg:gray_ender_helmet, Gray Ender Helmet
divinerpg:gray_ender_chestplate, Gray Ender Chestplate
divinerpg:gray_ender_leggings, Gray Ender Leggings
divinerpg:gray_ender_boots, Gray Ender Boots
divinerpg:green_ender_helmet, Green Ender Helmet
divinerpg:green_ender_chestplate, Green Ender Chestplate
divinerpg:green_ender_leggings, Green Ender Leggings
divinerpg:green_ender_boots, Green Ender Boots
divinerpg:red_ender_helmet, Red Ender Helmet
divinerpg:red_ender_chestplate, Red Ender Chestplate
divinerpg:red_ender_leggings, Red Ender Leggings
divinerpg:red_ender_boots, Red Ender Boots
divinerpg:yellow_ender_helmet, Yellow Ender Helmet
divinerpg:yellow_ender_chestplate, Yellow Ender Chestplate
divinerpg:yellow_ender_leggings, Yellow Ender Leggings
divinerpg:yellow_ender_boots, Yellow Ender Boots
divinerpg:frozen_helmet, Frozen Helmet
divinerpg:frozen_chestplate, Frozen Chestplate
divinerpg:frozen_leggings, Frozen Leggings
divinerpg:frozen_boots, Frozen Boots
divinerpg:inferno_helmet, Inferno Helmet
divinerpg:inferno_chestplate, Inferno Chestplate
divinerpg:inferno_leggings, Inferno Leggings
divinerpg:inferno_boots, Inferno Boots
divinerpg:jack_o_man_helmet, Jack O Man Helmet
divinerpg:jack_o_man_chestplate, Jack O Man Chestplate
divinerpg:jack_o_man_leggings, Jack O Man Leggings
divinerpg:jack_o_man_boots, Jack O Man Boots
divinerpg:jungle_helmet, Jungle Helmet
divinerpg:jungle_chestplate, Jungle Chestplate
divinerpg:jungle_leggings, Jungle Leggings
divinerpg:jungle_boots, Jungle Boots
divinerpg:kraken_helmet, Kraken Helmet
divinerpg:kraken_chestplate, Kraken Chestplate
divinerpg:kraken_leggings, Kraken Leggings
divinerpg:kraken_boots, Kraken Boots
divinerpg:netherite_helmet, Netherite Helmet
divinerpg:netherite_chestplate, Netherite Chestplate
divinerpg:netherite_leggings, Netherite Leggings
divinerpg:netherite_boots, Netherite Boots
divinerpg:realmite_helmet, Realmite Helmet
divinerpg:realmite_chestplate, Realmite Chestplate
divinerpg:realmite_leggings, Realmite Leggings
divinerpg:realmite_boots, Realmite Boots
divinerpg:rupee_helmet, Rupee Helmet
divinerpg:rupee_chestplate, Rupee Chestplate
divinerpg:rupee_leggings, Rupee Leggings
divinerpg:rupee_boots, Rupee Boots
divinerpg:blue_rupee_helmet, Blue Rupee Helmet
divinerpg:blue_rupee_chestplate, Blue Rupee Chestplate
divinerpg:blue_rupee_leggings, Blue Rupee Leggings
divinerpg:blue_rupee_boots, Blue Rupee Boots
divinerpg:gray_rupee_helmet, Gray Rupee Helmet
divinerpg:gray_rupee_chestplate, Gray Rupee Chestplate
divinerpg:gray_rupee_leggings, Gray Rupee Leggings
divinerpg:gray_rupee_boots, Gray Rupee Boots
divinerpg:green_rupee_helmet, Green Rupee Helmet
divinerpg:green_rupee_chestplate, Green Rupee Chestplate
divinerpg:green_rupee_leggings, Green Rupee Leggings
divinerpg:green_rupee_boots, Green Rupee Boots
divinerpg:red_rupee_helmet, Red Rupee Helmet
divinerpg:red_rupee_chestplate, Red Rupee Chestplate
divinerpg:red_rupee_leggings, Red Rupee Leggings
divinerpg:red_rupee_boots, Red Rupee Boots
divinerpg:yellow_rupee_helmet, Yellow Rupee Helmet
divinerpg:yellow_rupee_chestplate, Yellow Rupee Chestplate
divinerpg:yellow_rupee_leggings, Yellow Rupee Leggings
divinerpg:yellow_rupee_boots, Yellow Rupee Boots
divinerpg:shadow_helmet, Shadow Helmet
divinerpg:shadow_chestplate, Shadow Chestplate
divinerpg:shadow_leggings, Shadow Leggings
divinerpg:shadow_boots, Shadow Boots
divinerpg:skeleman_helmet, Skeleman Helmet
divinerpg:skeleman_chestplate, Skeleman Chestplate
divinerpg:skeleman_leggings, Skeleman Leggings
divinerpg:skeleman_boots, Skeleman Boots
divinerpg:terran_helmet, Terran Helmet
divinerpg:terran_chestplate, Terran Chestplate
divinerpg:terran_leggings, Terran Leggings
divinerpg:terran_boots, Terran Boots
divinerpg:wither_reaper_helmet, Wither Reaper Helmet
divinerpg:wither_reaper_chestplate, Wither Reaper Chestplate
divinerpg:wither_reaper_leggings, Wither Reaper Leggings
divinerpg:wither_reaper_boots, Wither Reaper Boots
divinerpg:santa_helmet, Santa Cap
divinerpg:santa_chestplate, Santa Tunic
divinerpg:santa_leggings, Santa Pants
divinerpg:santa_boots, Santa Boots
divinerpg:eden_helmet, Eden Helmet
divinerpg:eden_chestplate, Eden Chestplate
divinerpg:eden_leggings, Eden Leggings
divinerpg:eden_boots, Eden Boots
divinerpg:wildwood_helmet, Wildwood Helmet
divinerpg:wildwood_chestplate, Wildwood Chestplate
divinerpg:wildwood_leggings, Wildwood Leggings
divinerpg:wildwood_boots, Wildwood Boots
divinerpg:apalachia_helmet, Apalachia Helmet
divinerpg:apalachia_chestplate, Apalachia Chestplate
divinerpg:apalachia_leggings, Apalachia Leggings
divinerpg:apalachia_boots, Apalachia Boots
divinerpg:skythern_helmet, Skythern Helmet
divinerpg:skythern_chestplate, Skythern Chestplate
divinerpg:skythern_leggings, Skythern Leggings
divinerpg:skythern_boots, Skythern Boots
divinerpg:mortum_helmet, Mortum Helmet
divinerpg:mortum_chestplate, Mortum Chestplate
divinerpg:mortum_leggings, Mortum Leggings
divinerpg:mortum_boots, Mortum Boots
divinerpg:halite_helmet, Halite Helmet
divinerpg:halite_chestplate, Halite Chestplate
divinerpg:halite_leggings, Halite Leggings
divinerpg:halite_boots, Halite Boots
divinerpg:awakened_halite_helmet, Awakened Halite Helmet
divinerpg:awakened_halite_chestplate, Awakened Halite Chestplate
divinerpg:awakened_halite_leggings, Awakened Halite Leggings
divinerpg:awakened_halite_boots, Awakened Halite Boots
divinerpg:korma_helmet, Korma Helmet
divinerpg:korma_chestplate, Korma Chestplate
divinerpg:korma_leggings, Korma Leggings
divinerpg:korma_boots, Korma Boots
divinerpg:vemos_helmet, Vemos Helmet
divinerpg:vemos_chestplate, Vemos Chestplate
divinerpg:vemos_leggings, Vemos Leggings
divinerpg:vemos_boots, Vemos Boots
divinerpg:degraded_helmet, Degraded Helmet
divinerpg:degraded_hood, Degraded Hood
divinerpg:degraded_mask, Degraded Mask
divinerpg:degraded_chestplate, Degraded Chestplate
divinerpg:degraded_leggings, Degraded Leggings
divinerpg:degraded_boots, Degraded Boots
divinerpg:finished_helmet, Finished Helmet
divinerpg:finished_hood, Finished Hood
divinerpg:finished_mask, Finished Mask
divinerpg:finished_chestplate, Finished Chestplate
divinerpg:finished_leggings, Finished Leggings
divinerpg:finished_boots, Finished Boots
divinerpg:glistening_helmet, Glistening Helmet
divinerpg:glistening_hood, Glistening Hood
divinerpg:glistening_mask, Glistening Mask
divinerpg:glistening_chestplate, Glistening Chestplate
divinerpg:glistening_leggings, Glistening Leggings
divinerpg:glistening_boots, Glistening Boots
divinerpg:demonized_helmet, Demonized Helmet
divinerpg:demonized_hood, Demonized Hood
divinerpg:demonized_mask, Demonized Mask
divinerpg:demonized_chestplate, Demonized Chestplate
divinerpg:demonized_leggings, Demonized Leggings
divinerpg:demonized_boots, Demonized Boots
divinerpg:tormented_helmet, Tormented Helmet
divinerpg:tormented_hood, Tormented Hood
divinerpg:tormented_mask, Tormented Mask
divinerpg:tormented_chestplate, Tormented Chestplate
divinerpg:tormented_leggings, Tormented Leggings
divinerpg:tormented_boots, Tormented Boots
doggytalents:throw_bone, Throw Bone
doggytalents:throw_bone_wet, Drool Throw Bone
doggytalents:throw_stick, Throw Stick
doggytalents:throw_stick_wet, Drool Throw Stick
doggytalents:training_treat, Training Treat
doggytalents:super_treat, Super Treat
doggytalents:master_treat, Master Treat
doggytalents:dire_treat, Dire Treat
doggytalents:breeding_bone, Breeding Bone
doggytalents:collar_shears, Collar Shears
doggytalents:doggy_charm, Doggy Charm
doggytalents:radio_collar, Radio Collar
doggytalents:wool_collar, Wool Collar
doggytalents:creative_collar, Creative Collar
doggytalents:spotted_collar, Spotted Collar
doggytalents:multicoloured_collar, Multicolored Collar
doggytalents:creative_radar, Creative Radar
doggytalents:radar, Radar
doggytalents:whistle, item.doggytalents.whistle.name
doggytalents:treat_bag, Treat Bag
doggytalents:chew_stick, Chew Stick
doggytalents:cape, Tartan Cape
doggytalents:cape_coloured, Colored Cape
doggytalents:sunglasses, Dog Sunglasses
doggytalents:leather_jacket, Leather Jacket
doggytalents:tiny_bone, Tiny Bone
doggytalents:big_bone, Big Bone
doggytalents:owner_change, Change Dog Owner
doggytalents:dog_bath, Dog Bath
doggytalents:food_bowl, Food Bowl
energycontrol:block_light:0, White Lamp
energycontrol:block_light:2, Orange Lamp
energycontrol:howler_alarm, Howler Alarm
energycontrol:industrial_alarm, Industrial Alarm
energycontrol:thermal_monitor, Thermal Monitor
energycontrol:info_panel, Industrial Information Panel
energycontrol:info_panel_extender, Information Panel Extender
energycontrol:info_panel_advanced, Advanced Information Panel
